id,Virulence_function,Associated_pathotypes
Vir2844_aec27_16,Secretion system: Type VI,NMEC
Vir2847_ECO11_7,Secretion system: Type III,EHEC
Vir2849_icmF_3,Secretion system: Type VI,EAEC
Vir2851_ecpD_14,Adhesion: E.coli common pilus,EHEC
Vir2852_ibeC_21,Invasion: brain endothelial cells,NMEC|SEPEC|APEC
Vir2853_aatA_5,NA,EAEC
Vir2855_chuT_13,Iron: E.coli hemin uptake,APEC|AIEC|UPEC|EHEC|NMEC|EPEC|EAEC
Vir2859_espW_4,Secretion system: Type III,EHEC
Vir2863_papA_9,Adhesion: P Fimbriae,ExPEC
Vir2864_ybtQ_14,Siderophore: Yersiniabactin,ExPEC
Vir2865_espA_6,NA,EHEC
Vir2867_fimH_19,Adhesion: Type I Fimbriae,ExPEC
Vir2871_cah_13,Adhesion,EHEC|ETEC|NMEC|UPEC|AIEC|EPEC|StxEAEC
Vir2874_nleG2_9,Hypothetical Protein,EHEC
Vir2877_aec28_10,Secretion system: Type VI: Hypothetical Protein,EHEC
Vir2878_EcE24_10,NA,ETEC
Vir2879_irp1_12,Siderophore: Yersiniabactin,ExPEC
Vir2885_nleB1_6,NA,EPEC
Vir2887_nleG6_9,Secretion system: Type III,EHEC
Vir2888_tccP2_4,Secretion system: Type III,EHEC
Vir2889_papH_9,Adhesion: P Fimbriae,ExPEC
Vir2890_ecpD_15,Adhesion: E.coli common pilus,EPEC
Vir2892_ECP_2_11,Secretion system: SCI-I T6SS,UPEC
Vir2896_ibeB_15,Invasion: brain endothelial cells & Copper/Silver efflux resistance,NMEC|SEPEC|APEC
Vir2897_aec27_17,Secretion system: Type VI,UPEC
Vir2898_escU_4,NA,EHEC
Vir2899_aatD_3,Hypothetical Protein,EAEC
Vir2900_papX_6,Adhesion: P Fimbriae,ExPEC
Vir2903_aatD_4,NA,EAEC
Vir2906_EC559_17,Hypothetical Protein,EAEC
Vir2907_nleD_4,Secretion system: Type III,EPEC
Vir2910_espA_7,NA,EHEC
Vir2911_nleG6_10,Hypothetical Protein,EHEC
Vir2913_ECNA1_13,Hypothetical Protein,UPEC
Vir2915_fimA_19,Adhesion: Type I Fimbriae,ExPEC
Vir2918_aaiD_2,Hypothetical Protein,EAEC
Vir2923_fimE_13,Adhesion: Type I Fimbriae,ExPEC
Vir2924_aec15_14,Secretion system: Type VI,EHEC
Vir2927_APECO_8,Hypothetical Protein,APEC
Vir2930_fimB_14,Adhesion: Type I Fimbriae,UPEC
Vir2932_UM146_3,Hypothetical Protein,AIEC
Vir2935_fimD_20,Adhesion: Type I Fimbriae,ExPEC
Vir2938_nleG7_7,Hypothetical Protein,EPEC
Vir2939_agn43_9,Autotransporter,UPEC
Vir2942_ECP_2_12,Secretion system: SCI-I T6SS,UPEC
Vir2945_papE_11,Adhesion: P Fimbriae,ExPEC
Vir2947_air-e_2,Adhesion,EAEC|NMEC|UPEC
Vir2951_papA_10,Adhesion: P Fimbriae,ExPEC
Vir2956_aatA_6,Hypothetical Protein,APEC
Vir2957_lifA_6,NA,EPEC
Vir2959_ecpD_16,Adhesion: E.coli common pilus,ETEC
Vir2961_espX6_4,Hypothetical Protein,EPEC
Vir2963_chuW_13,Iron: E.coli hemin uptake,APEC|AIEC|UPEC|EHEC|NMEC|EPEC|EAEC
Vir2970_EC042_19,Secretion system: Type VI,EAEC
Vir2972_fimI_23,Adhesion: Type I Fimbriae,EHEC
Vir2977_aec31_13,Secretion system: Type VI: Hypothetical Protein,APEC
Vir2979_fimI_24,Adhesion: Type I Fimbriae,APEC
Vir2980_fimI_25,Adhesion: Type I Fimbriae,AIEC
Vir2989_iroB_5,Siderophore: Salmochelin,ExPEC
Vir2990_ybtQ_15,Siderophore: Yersiniabactin,ExPEC
Vir2991_hlyB_5,Toxin: Alpha-Hemolysin,ETEC
Vir2994_papA_11,Adhesion: P Fimbriae,ExPEC
Vir2998_ybtT_12,Siderophore: Yersiniabactin,ExPEC
Vir3000_papG_9,Adhesion: P Fimbriae,ExPEC
Vir3001_fimD_21,Adhesion: Type I Fimbriae,ExPEC
Vir3002_nleG8_6,NA,EPEC
Vir3006_espR1_5,NA,EHEC
Vir3011_i02_3_7,Hypothetical Protein,UPEC
Vir3013_aec31_14,Secretion system: Type VI: Hypothetical Protein,EAEC
Vir3017_irp1_13,Siderophore: Yersiniabactin,ExPEC
Vir3020_escJ_4,Secretion system: Type III,EHEC
Vir3023_espD_6,NA,EHEC
Vir3033_usp_6,Toxin: Colicin-like Usp,UPEC
Vir3034_fimE_14,Adhesion: Type I Fimbriae,ExPEC
Vir3037_UvrD_1,Helicase,EAEC
Vir3039_iroB_6,Siderophore: Salmochelin,ExPEC
Vir3041_faeD_1,Adhesion: Fimbriae,ETEC
Vir3042_ybtP_10,Siderophore: Yersiniabactin,ExPEC
Vir3043_escN_5,NA,EPEC
Vir3046_aec15_15,Secretion system: Type VI,EHEC
Vir3047_cesD2_4,NA,EPEC
Vir3048_aec31_15,Secretion system: Type VI: Hypothetical Protein,EHEC
Vir3051_eaeH_17,Adhesion,EPEC
Vir3052_escU_5,Secretion system: Type III,EHEC
Vir3055_ybtP_11,Siderophore: Yersiniabactin,ExPEC
Vir3059_ybtE_13,Siderophore: Yersiniabactin,ExPEC
Vir3061_ECO10_18,Hypothetical Protein,EHEC
Vir3063_UM146_4,Hypothetical Protein,AIEC
Vir3065_escJ_5,Secretion system: Type III,EPEC
Vir3066_escT_6,Secretion system: Type III,EHEC
Vir3067_cesD_4,NA,EHEC
Vir3069_ecpR_19,Adhesion: E.coli common pilus,APEC
Vir3072_sepL_5,NA,EHEC
Vir3073_hlyB_6,Toxin: Alpha-Hemolysin,UPEC
Vir3075_espX6_5,Hypothetical Protein,EHEC
Vir3076_EC042_20,Secretion system: Type VI,EAEC
Vir3077_ybtQ_16,Siderophore: Yersiniabactin,ExPEC
Vir3078_hlyC_9,Toxin: Alpha-Hemolysin,UPEC
Vir3080_sfaD_2,Adhesion: S Fimbriae,ExPEC
Vir3081_sitB_9,Iron: Transport,ExPEC
Vir3083_ECO10_19,Hypothetical Protein,EHEC
Vir3084_papC_11,Adhesion: P Fimbriae,ExPEC
Vir3085_ECO26_7,Secretion system: Type III,EHEC
Vir3086_espG_5,NA,EPEC
Vir3087_ler_5,NA,EHEC
Vir3089_ECS88_14,Secretion system: SCI-I T6SS,NMEC
Vir3091_hlyB_7,Toxin: Alpha-Hemolysin,EHEC
Vir3092_ECP_2_13,Secretion system: SCI-I T6SS,UPEC
Vir3093_glrR_4,NA,EPEC
Vir3094_fimG_17,Adhesion: Type I Fimbriae,ExPEC
Vir3099_cah_14,Adhesion,EHEC|ETEC|NMEC|UPEC|AIEC|EPEC|StxEAEC
Vir3102_aatB_5,NA,ETEC
Vir3104_chuS_11,Iron: E.coli hemin uptake,APEC|AIEC|UPEC|EHEC|NMEC|EPEC|EAEC
Vir3105_hlyE_14,Toxin: Hemolysin/cytolysin A,ExPEC
Vir3109_iutA_7,Siderophore: Aerobactin,ExPEC
Vir3111_eaeH_18,Adhesion,EPEC
Vir3114_aafA_1,Adhesion: Fimbriae,EAEC
Vir3121_aec26_11,Secretion system: Type VI: Hypothetical Protein,ETEC
Vir3123_espC_2,Protease,EPEC
Vir3124_fimB_15,Adhesion: Type I Fimbriae,UPEC
Vir3133_ybtP_12,Siderophore: Yersiniabactin,ExPEC
Vir3134_mpc_4,NA,EHEC
Vir3137_ecpD_17,Adhesion: E.coli common pilus,UPEC
Vir3138_sitD_6,Iron: Transport,ExPEC
Vir3140_cesT_3,NA,EHEC
Vir3144_EcE24_11,Hypothetical Protein,ETEC
Vir3148_iutA_8,Siderophore: Aerobactin,ExPEC
Vir3152_sfaC_2,Adhesion: S Fimbriae,ExPEC
Vir3154_APECO_9,Hypothetical Protein,APEC
Vir3157_ibeB_16,Invasion: brain endothelial cells & Copper/Silver efflux resistance,NMEC|SEPEC|APEC
Vir3159_eaeH_19,Adhesion,UPEC
Vir3160_ybtX_12,Siderophore: Yersiniabactin,ExPEC
Vir3161_ybtS_9,Siderophore: Yersiniabactin,ExPEC
Vir3164_aaiD_3,Secretion system: Type VI,EAEC
Vir3168_papD_7,Adhesion: P Fimbriae,ExPEC
Vir3169_sepQ_6,Secretion system: Type III,EHEC
Vir3171_irp1_14,Siderophore: Yersiniabactin,ExPEC
Vir3172_espY4_5,Hypothetical Protein,EHEC
Vir3173_iucC_8,Siderophore: Aerobactin,UPEC|APEC
Vir3177_ibeC_22,Invasion: brain endothelial cells,NMEC|SEPEC|APEC
Vir3181_ECNA1_14,NA,UPEC
Vir3184_sitD_7,Iron: Transport,ExPEC
Vir3187_focD_2,Adhesion: Fimbriae,UPEC
Vir3188_irp1_15,Siderophore: Yersiniabactin,ExPEC
Vir3189_tia_8,Adhesion/Invasion,NMEC
Vir3190_aatD_5,Hypothetical Protein,ETEC
Vir3192_aec23_16,Secretion system: Type VI: Hypothetical Protein,EHEC
Vir3194_ECO10_20,Secretion system: Type III,EHEC
Vir3197_iroC_9,Siderophore: Salmochelin,ExPEC
Vir3198_sfaD_3,Adhesion: S Fimbriae,ExPEC
Vir3201_fimA_20,Adhesion: Type I Fimbriae,ExPEC
Vir3205_sat_5,Protease,NMEC
Vir3207_ybtX_13,Siderophore: Yersiniabactin,ExPEC
Vir3209_aec18_9,Secretion system: Type VI: Hypothetical Protein,EPEC
Vir3216_tccP2_5,NA,EHEC
Vir3219_agn43_10,Autotransporter,K12
Vir3220_sat_6,Toxin,UPEC
Vir3224_fimH_20,Adhesion: Type I Fimbriae,ExPEC
Vir3226_papD_8,Adhesion: P Fimbriae,ExPEC
Vir3228_aec30_16,Secretion system: Type VI,EHEC
Vir3229_tia_9,Adhesion/Invasion,UPEC
Vir3231_espW_5,Secretion system: Type III,EHEC
Vir3232_papX_7,Adhesion: P Fimbriae,ExPEC
Vir3234_ECH74_4,Hypothetical Protein,EHEC
Vir3237_cfaC_9,Adhesion: CFA/I Fimbriae,EHEC
Vir3238_sitA_7,Iron: Transport,ExPEC
Vir3242_espFu_5,NA,EHEC
Vir3249_aec15_16,Secretion system: Type VI: Hypothetical Protein,EHEC
Vir3252_aec28_11,Secretion system: Type VI: Hypothetical Protein,UPEC
Vir3253_lifA_7,Toxin,EHEC
Vir3256_espG_6,NA,EHEC
Vir3259_eltB_2,Toxin: Enterotoxin,ETEC
Vir3261_aec30_17,Secretion system: Type VI: Hypothetical Protein,UPEC
Vir3262_ECO11_8,Hypothetical Protein,EHEC
Vir3264_eaeH_20,Adhesion,EHEC
Vir3266_ecpE_20,Adhesion: E.coli common pilus,ETEC
Vir3267_iroE_5,Siderophore: Salmochelin,ExPEC
Vir3269_hlyB_8,Toxin: Alpha-Hemolysin,EHEC
Vir3272_ECABU_7,Hypothetical Protein,UPEC
Vir3273_aec28_12,Secretion system: Type VI,ETEC
Vir3274_aec23_17,Secretion system: Type VI: Hypothetical Protein,UPEC
Vir3275_sitA_8,Iron: Transport,ExPEC
Vir3280_agg3B_3,NA,EAEC
Vir3281_cesT_4,NA,EPEC
Vir3282_ecpR_20,Adhesion: E.coli common pilus,EHEC
Vir3283_glrR_5,NA,EHEC
Vir3285_nleH1_7,Secretion system: Type III,EHEC
Vir3286_fimG_18,Adhesion: Type I Fimbriae,ExPEC
Vir3287_ECO10_21,Secretion system: Type III,EHEC
Vir3292_sfaH_4,Adhesion: S Fimbriae,ExPEC
Vir3293_papG_10,Adhesion: P Fimbriae,ExPEC
Vir3298_aatD_6,NA,StxEAEC
Vir3299_ecpD_18,Adhesion: E.coli common pilus,EAEC
Vir3302_ECO10_22,Hypothetical Protein,EHEC
Vir3307_faeI_1,Adhesion: Fimbriae,ETEC
Vir3309_aaiL_3,Secretion system: Type VI,EAEC
Vir3313_hlyA_10,Toxin: Alpha-Hemolysin,ExPEC
Vir3315_espF_9,NA,EPEC
Vir3317_ecpR_21,Adhesion: E.coli common pilus,UPEC
Vir3318_eaeH_21,Adhesion,EHEC
Vir3319_chuA_16,Iron: E.coli hemin uptake,EHEC
Vir3320_chuT_14,Iron: E.coli hemin uptake,APEC|AIEC|UPEC|EHEC|NMEC|EPEC|EAEC
Vir3323_fimD_22,Adhesion: Type I Fimbriae,ExPEC
Vir3324_sitA_9,Iron: Transport,ExPEC
Vir3330_NRG85_8,Hypothetical Protein,AIEC
Vir3337_espH_5,Secretion system: Type III,EHEC
Vir3339_hlyE_15,Toxin: Hemolysin/cytolysin A,ExPEC
Vir3340_espM2_7,Secretion system: Type III,EHEC
Vir3343_ibeB_17,Invasion: brain endothelial cells & Copper/Silver efflux resistance,NMEC|SEPEC|APEC
Vir3344_chuX_7,Iron: E.coli hemin uptake,APEC|AIEC|UPEC|EHEC|NMEC|EPEC|EAEC
Vir3347_ibeB_18,Invasion: brain endothelial cells & Copper/Silver efflux resistance,NMEC|SEPEC|APEC
Vir3349_fimC_17,Adhesion: Type I Fimbriae,ExPEC|APEC
Vir3353_iroE_6,Siderophore: Salmochelin,ExPEC
Vir3354_fimD_23,Adhesion: Type I Fimbriae,ExPEC
Vir3357_UTI89_2,Hypothetical Protein,UPEC
Vir3363_pic_4,Protease,EAEC
Vir3364_ecpB_18,Adhesion: E.coli common pilus,K12
Vir3366_EC559_18,Hypothetical Protein,EAEC
Vir3367_nleG2_10,Secretion system: Type III,EPEC
Vir3369_toxB_4,Toxin,EHEC
Vir3371_espX6_6,Secretion system: Type III,EPEC
Vir3377_ecpE_21,Adhesion: E.coli common pilus,UPEC
Vir3379_escS_5,NA,EPEC
Vir3382_nleG6_11,Hypothetical Protein,EHEC
Vir3390_air-e_3,Hypothetical Protein,EAEC|NMEC|UPEC
Vir3392_map_7,Hypothetical Protein,EHEC
Vir3401_ECP_2_14,Secretion system: SCI-I T6SS,UPEC
Vir3409_glrA_5,NA,EHEC
Vir3412_ibeC_23,Invasion: brain endothelial cells,NMEC|SEPEC|APEC
Vir3413_ibeB_19,Invasion: brain endothelial cells & Copper/Silver efflux resistance,NMEC|SEPEC|APEC
Vir3418_fimI_26,Adhesion: Type I Fimbriae,EHEC
Vir3419_aec17_9,Secretion system: Type VI: Hypothetical Protein,ETEC
Vir3421_irp1_16,Siderophore: Yersiniabactin,ExPEC
Vir3425_papG_11,Adhesion: P Fimbriae,ExPEC
Vir3426_pic_5,Protease,EAEC
Vir3430_ecpC_18,Adhesion: E.coli common pilus,APEC
Vir3432_stx1A_4,Toxin: Shiga,EHEC
Vir3435_UMNK8_1,Hypothetical Protein,ETEC
Vir3441_sfaC_3,Adhesion: S Fimbriae,ExPEC
Vir3442_EC559_19,Hypothetical Protein,EAEC
Vir3443_eltA_3,Toxin: Enterotoxin,ETEC
Vir3444_papJ_7,Adhesion: P Fimbriae,ExPEC
Vir3448_ibeB_20,Invasion: brain endothelial cells & Copper/Silver efflux resistance,NMEC|SEPEC|APEC
Vir3452_aggR_3,NA,EAEC
Vir3455_papX_8,Adhesion: P Fimbriae,ExPEC
Vir3458_irp2_18,Siderophore: Yersiniabactin,ExPEC
Vir3460_chuX_8,Iron: E.coli hemin uptake,APEC|AIEC|UPEC|EHEC|NMEC|EPEC|EAEC
Vir3463_LF82_10,Secretion system: SCI-I T6SS,AIEC
Vir3465_iutA_9,Siderophore: Aerobactin,ExPEC
Vir3466_papB_6,Adhesion: P Fimbriae,ExPEC
Vir3468_espN_6,Secretion system: Type III,EHEC
Vir3469_ecpD_19,Adhesion: E.coli common pilus,EPEC
Vir3472_cfaD_8,Adhesion: CFA/I Fimbriae,EHEC
Vir3473_ECH74_5,NA,EHEC
Vir3479_toxB_5,Toxin,EHEC
Vir3481_papF_10,Adhesion: P Fimbriae,ExPEC
Vir3483_EC042_21,Secretion system: Type VI,EAEC
Vir3484_papE_12,Adhesion: P Fimbriae,ExPEC
Vir3488_cfaB_6,Adhesion: CFA/I Fimbriae,UPEC
Vir3489_fimD_24,Adhesion: Type I Fimbriae,ExPEC
Vir3491_ECO11_9,Secretion system: Type III,EHEC
Vir3492_fimE_15,Adhesion: Type I Fimbriae,ExPEC
Vir3503_papD_9,Adhesion: P Fimbriae,ExPEC
Vir3506_sitB_10,Iron: Transport,ExPEC
Vir3507_sitD_8,Iron: Transport,ExPEC
Vir3512_f17A-1_1,Adhesion: Fimbriae,NA
Vir3513_f17A-2_1,Adhesion: Fimbriae,NA
Vir3514_f17A-3_1,Adhesion: Fimbriae,NA
Vir3515_f17A-4_1,Adhesion: Fimbriae,NA
Vir3516_f17A-5_1,Adhesion: Fimbriae,NA
Vir3517_f17A-6_1,Adhesion: Fimbriae,NA
Vir3518_f17A-7_1,Adhesion: Fimbriae,NA
Vir3519_f17G-1_1,Adhesion: Fimbriae,NA
Vir3520_f17G-2_1,Adhesion: Fimbriae,NA
Vir3521_f17G-3_1,Adhesion: Fimbriae,NA
Vir3522_f17G-4_1,Adhesion: Fimbriae,NA
Vir3523_f17G-5_1,Adhesion: Fimbriae,NA
Vir3524_f17G-6_1,Adhesion: Fimbriae,NA
Vir3525_f17G-7_1,Adhesion: Fimbriae,NA
Vir3526_f17G-8_1,Adhesion: Fimbriae,NA
Vir3527_f17G-9_1,Adhesion: Fimbriae,NA
Vir3528_fanA-1_1,NA,ETEC
Vir3529_fasA-1_1,NA,ETEC
Vir3530_fedA-1_1,NA,ETEC
Vir3531_fedA-2_1,NA,ETEC
Vir3532_fedA-3_1,NA,ETEC
Vir3533_fedF-1_1,NA,NA
Vir3534_fedF-2_1,NA,NA
Vir3535_fedF-3_1,NA,NA
Vir3536_fedF-4_1,NA,NA
Vir3537_fedF-5_1,NA,NA
Vir3538_fedF-6_1,NA,NA
Vir3539_ehxA-1_1,NA,NA
Vir3540_ehxA-2_1,NA,NA
Vir3542_ehxA-4_1,NA,NA
Vir3543_ehxA-5_1,NA,NA
Vir3546_ehxA-8_1,NA,NA
Vir3547_ehxA-9_1,NA,NA
Vir3548_ehxA-1_2,NA,NA
Vir3549_ehxA-1_3,NA,NA
Vir3550_ehxA-1_4,NA,NA
Vir3551_iss-1_1,Increased serum survival,ExPEC
Vir3552_iss-2_1,Increased serum survival,ExPEC
Vir3553_iss-3_1,Increased serum survival,ExPEC
Vir3554_iss-4_1,Increased serum survival,ExPEC
Vir3555_iss-5_1,Increased serum survival,ExPEC
Vir3556_iss-6_1,Increased serum survival,ExPEC
Vir3557_iss-7_1,Increased serum survival,ExPEC
Vir3558_iss-8_1,Increased serum survival,ExPEC
Vir3559_iss-9_1,Increased serum survival,ExPEC
Vir3560_iss-10_1,Increased serum survival,ExPEC
Vir3561_iss-11_1,Increased serum survival,ExPEC
Vir3562_iss-12_1,Increased serum survival,ExPEC
Vir3563_iss-13_1,Increased serum survival,ExPEC
Vir3564_iss-14_1,Increased serum survival,ExPEC
Vir3565_katP-1_1,NA,NA
Vir3566_lngA-1_1,NA,NA
Vir3567_lngA-2_1,NA,NA
Vir3568_lpfA-1_1,Adhesion: Fimbriae,NA
Vir3569_lpfA-2_1,Adhesion: Fimbriae,NA
Vir3570_lpfA-3_1,Adhesion: Fimbriae,NA
Vir3571_lpfA-4_1,Adhesion: Fimbriae,NA
Vir3572_lpfA-5_1,Adhesion: Fimbriae,NA
Vir3573_lpfA-6_1,Adhesion: Fimbriae,NA
Vir3574_lpfA-7_1,Adhesion: Fimbriae,NA
Vir3575_lpfA-8_1,Adhesion: Fimbriae,NA
Vir3576_lpfA-9_1,Adhesion: Fimbriae,NA
Vir3577_lpfA-1_2,Adhesion: Fimbriae,NA
Vir3578_lpfA-1_3,Adhesion: Fimbriae,NA
Vir3579_ltcA-1_1,NA,NA
Vir3580_ltcA-2_1,NA,NA
Vir3581_ltcA-3_1,NA,NA
Vir3582_ltcA-4_1,NA,NA
Vir3583_ltcA-5_1,NA,NA
Vir3584_ltcA-6_1,NA,NA
Vir3585_ltcA-7_1,NA,NA
Vir3586_ltcA-8_1,NA,NA
Vir3587_ltcA-9_1,NA,NA
Vir3588_ltcA-1_2,NA,NA
Vir3589_ltcA-1_3,NA,NA
Vir3590_ltcA-1_4,NA,NA
Vir3591_ltcA-1_5,NA,NA
Vir3592_ltcA-1_6,NA,NA
Vir3593_ltcA-1_7,NA,NA
Vir3596_mchB-1_1,Toxin: Bacteriocins: Microcin,NA
Vir3597_mchB-2_1,Toxin: Bacteriocins: Microcin,NA
Vir3598_mchC-1_1,Toxin: Bacteriocins: Microcin,NA
Vir3599_mchC-2_1,Toxin: Bacteriocins: Microcin,NA
Vir3600_mchC-3_1,Toxin: Bacteriocins: Microcin,NA
Vir3601_mchC-4_1,Toxin: Bacteriocins: Microcin,NA
Vir3602_mchC-5_1,Toxin: Bacteriocins: Microcin,NA
Vir3603_mchC-6_1,Toxin: Bacteriocins: Microcin,NA
Vir3604_mchF-1_1,Toxin: Bacteriocins: Microcin,NA
Vir3605_mchF-2_1,Toxin: Bacteriocins: Microcin,NA
Vir3606_mchF-3_1,Toxin: Bacteriocins: Microcin,NA
Vir3607_mchF-4_1,Toxin: Bacteriocins: Microcin,NA
Vir3608_mchF-5_1,Toxin: Bacteriocins: Microcin,NA
Vir3609_mchF-6_1,Toxin: Bacteriocins: Microcin,NA
Vir3610_mchF-7_1,Toxin: Bacteriocins: Microcin,NA
Vir3611_mchF-8_1,Toxin: Bacteriocins: Microcin,NA
Vir3612_mchF-9_1,Toxin: Bacteriocins: Microcin,NA
Vir3613_mchF-1_2,Toxin: Bacteriocins: Microcin,NA
Vir3614_mchF-1_3,Toxin: Bacteriocins: Microcin,NA
Vir3615_mchF-1_4,Toxin: Bacteriocins: Microcin,NA
Vir3616_mchF-1_5,Toxin: Bacteriocins: Microcin,NA
Vir3617_mchF-1_6,Toxin: Bacteriocins: Microcin,NA
Vir3618_mchF-1_7,Toxin: Bacteriocins: Microcin,NA
Vir3619_mcmA-1_1,Microcin: Antimicrobial peptide,NA
Vir3620_mcmA-2_1,Microcin: Antimicrobial peptide,NA
Vir3621_mcmA-3_1,Microcin: Antimicrobial peptide,NA
Vir3622_mcmA-4_1,Microcin: Antimicrobial peptide,NA
Vir3623_nfaE-1_1,NA,ExPEC
Vir3624_nfaE-2_1,NA,ExPEC
Vir3625_nfaE-3_1,NA,ExPEC
Vir3626_nfaE-4_1,NA,ExPEC
Vir3627_nfaE-5_1,NA,ExPEC
Vir3628_perA-1_1,Adhesion,NA
Vir3629_perA-2_1,Adhesion,NA
Vir3630_perA-3_1,Adhesion,NA
Vir3631_perA-4_1,Adhesion,NA
Vir3632_perA-5_1,Adhesion,NA
Vir3633_perA-6_1,Adhesion,NA
Vir3634_perA-7_1,Adhesion,NA
Vir3635_perA-8_1,Adhesion,NA
Vir3636_perA-9_1,Adhesion,NA
Vir3637_perA-1_2,Adhesion,NA
Vir3638_perA-1_3,Adhesion,NA
Vir3639_perA-1_4,Adhesion,NA
Vir3640_perA-1_5,Adhesion,NA
Vir3641_perA-1_6,Adhesion,NA
Vir3642_perA-1_7,Adhesion,NA
Vir3643_perA-1_8,Adhesion,NA
Vir3644_perA-1_9,Adhesion,NA
Vir3645_perA-1_10,Adhesion,NA
Vir3646_perA-1_11,Adhesion,NA
Vir3647_rpeA-1_1,NA,NA
Vir3648_sigA-1_1,NA,NA
Vir3649_sigA-2_1,NA,NA
Vir3650_sta1-1_1,NA,NA
Vir3651_sta1-2_1,NA,NA
Vir3652_stb-1_1,NA,NA
Vir3653_stb-2_1,NA,NA
Vir3654_stb-3_1,NA,NA
Vir3655_subA-1_1,Toxin,NA
Vir3656_subA-2_1,Toxin,NA
Vir3657_subA-3_1,Toxin,NA
Vir3658_subA-4_1,Toxin,NA
Vir3659_subA-5_1,Toxin,NA
Vir3660_saa-1_1,NA,EHEC
Vir3661_virF-1_1,NA,NA
Vir3662_virF-2_1,NA,NA
Vir3663_virF-3_1,NA,NA
Vir3664_boa-1_1,NA,NA
Vir3665_boa-2_1,NA,NA
Vir3666_astA-6_1,Heat-stable enterotoxin 1,ETEC
Vir3667_astA-7_1,Heat-stable enterotoxin 1,ETEC
Vir3668_astA-8_1,Heat-stable enterotoxin 1,ETEC
Vir3669_astA-9_1,Heat-stable enterotoxin 1,ETEC
Vir3670_astA-1_1,Heat-stable enterotoxin 1,ETEC
Vir3671_astA-1_2,Heat-stable enterotoxin 1,ETEC
Vir3672_afaFAB_1,NA,NA
Vir3673_bmaE_1,NA,ExPEC
Vir3674_gaf_1,Adhesion: Fimbriae,NA
Vir3675_nfaE_1,Adhesion: Fimbriae,ExPEC
Vir3676_kpsMT_II_1,Capsule synthesis,ExPEC
Vir3677_kpsMT_III_1,Capsule synthesis,ExPEC
Vir3678_kpsMT_K1_1,Capsule synthesis,ExPEC
Vir3680_rfc_1,NA,ExPEC
Vir3681_cvaC_1,NA,ExPEC
Vir3682_TraT_1,complement resistance protein,ExPEC
Vir3683_PAI_1,UTI pathogencity island,ExPEC
Vir3684_aggC_1,Adhesion: Fimbriae,NA
Vir3685_aggA_1,Adhesion: Fimbriae,NA
Vir3686_csgABGFE_1,Adhesion: Curli fimbriae,NA
Vir3687_tcpC_1,ExPEC Virulence gene,NA
Vir3688_shf_1,NA,NA
Vir3689_estA_1,Putative type I secretion membrane-fusion protein,ExPEC
Vir3690_sepA_1,NA,NA
Vir3691_stx1a-A_1,Toxin: Shiga type 1 subunit A,EHEC/STEC/ExPEC
Vir3693_stx1c-A_1,Toxin: Shiga type 1 subunit A,EHEC/STEC/ExPEC
Vir3694_stx1c-B_1,Toxin: Shiga type 1 subunit B,EHEC/STEC/ExPEC
Vir3695_stx1d-A_1,Toxin: Shiga type 1 subunit A,EHEC/STEC/ExPEC
Vir3696_stx1d-B_1,Toxin: Shiga type 1 subunit B,EHEC/STEC/ExPEC
Vir3697_stx1a-A_2,Toxin: Shiga type 1 subunit A,EHEC/STEC/ExPEC
Vir3699_stx2b-A_1,Toxin: Shiga type 2 subunit A,EHEC/STEC/ExPEC
Vir3700_stx2b-B_1,Toxin: Shiga type 2 subunit B,EHEC/STEC/ExPEC
Vir3701_stx2c-A_1,Toxin: Shiga type 2 subunit A,EHEC/STEC/ExPEC
Vir3702_stx2c-B_1,Toxin: Shiga type 2 subunit B,EHEC/STEC/ExPEC
Vir3703_stx2d-A_1,Toxin: Shiga type 2 subunit A,EHEC/STEC/ExPEC
Vir3704_stx2d-B_1,Toxin: Shiga type 2 subunit B,EHEC/STEC/ExPEC
Vir3705_stx2e-A_1,Toxin: Shiga type 2 subunit A,EHEC/STEC/ExPEC
Vir3706_stx2e-B_1,Toxin: Shiga type 2 subunit B,EHEC/STEC/ExPEC
Vir3707_stx2f-A_1,Toxin: Shiga type 2 subunit A,EHEC/STEC/ExPEC
Vir3708_stx2f-B_1,Toxin: Shiga type 2 subunit B,EHEC/STEC/ExPEC
Vir3709_stx2g-A_1,Toxin: Shiga type 2 subunit A,EHEC/STEC/ExPEC
Vir3710_stx2g-B_1,Toxin: Shiga type 2 subunit B,EHEC/STEC/ExPEC
Vir3711_ipaD_1,Invasion protein Shigella flexneri,NA
Vir3712_gad_1,Glutamate decarboxylase,NA
Vir3713_iroN_8,Enterobactin siderophore receptor protein,NA
Vir3714_eae_7,Intimin,NA
Vir3715_cdtB_3,Cytolethal distending toxin B,NA
Vir3716_espF_10,Type III secretion system,NA
Vir3717_espB_8,Secreted protein B,NA
Vir3718_sat_7,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3719_eae_8,Intimin,NA
Vir3720_iha_1,Adherence protein,NA
Vir3721_cofA_1,Longus type IV pilus subunit,NA
Vir3722_iha_2,Adherence protein,NA
Vir3723_cif_2,Type III secreted effector,NA
Vir3724_espB_9,Secreted protein B,NA
Vir3725_pic_6,serine protease autotransporters of Enterobacteriaceae (SPATE),NA
Vir3726_stx2A_6,Shiga toxin 2 subunit A,NA
