type,gene,db_xref,start,end,Length,strand,product
CDS,yaiW,GI:378698341,431080,432174,1096,1,putative lipoprotein
CDS,none,GI:378698342,432212,432520,310,-1,hypothetical protein
CDS,none,GI:378698343,432788,433003,217,1,hypothetical protein
CDS,ddlA,GI:378698344,433029,434123,1096,-1,D-alanine--D-alanine ligase
CDS,none,GI:378698345,434201,434914,715,1,hypothetical protein
CDS,none,GI:378698346,435083,436294,1213,1,efflux pump protein
CDS,none,GI:378698347,436585,436851,268,1,hypothetical protein
CDS,psiF,GI:378698348,437203,437523,322,1,phosphate starvation-inducible protein PsiF
CDS,adrA,GI:378698349,437615,438727,1114,1,adrA protein
CDS,proC,GI:378698350,438742,439551,811,-1,pyrroline-5-carboxylate reductase
CDS,none,GI:378698351,439691,440146,457,1,hypothetical protein
CDS,aroL,GI:378698352,440331,440876,547,1,shikimate kinase
CDS,none,GI:378698353,440903,441094,193,1,hypothetical protein
CDS,aroM,GI:378698354,441345,442022,679,1,AroM protein
CDS,none,GI:378698355,442093,442377,286,1,hypothetical protein
CDS,rdgC,GI:378698356,442415,443326,913,-1,recombination associated protein RdgC
CDS,yajF,GI:378698357,443452,444360,910,1,ROK family protein
CDS,araJ,GI:378698358,444382,445554,1174,-1,transmembrane efflux protein
CDS,sbcC,GI:378698359,445727,448867,3142,-1,exonuclease SbcC
CDS,sbcD,GI:378698360,448864,450066,1204,-1,exonuclease SbcD
CDS,phoB,GI:378698361,450281,450970,691,1,phosphate regulon transcriptional regulatory protein PhoB
CDS,phoR,GI:378698362,451040,452335,1297,1,phosphate regulon sensor protein PhoR
CDS,brnQ,GI:378698363,452744,454063,1321,1,branched chain amino acid transport system II carrier protein
CDS,proY,GI:378698364,454138,455508,1372,1,proline-specific permease ProY
CDS,malZ,GI:378698365,455670,457487,1819,1,maltodextrin glucosidase
CDS,none,GI:378698366,457559,458161,604,-1,peroxidase
CDS,none,GI:378698367,458371,458952,583,-1,hypothetical protein
CDS,queA,GI:378698368,459046,460110,1066,1,S-adenosylmethionine--tRNA ribosyltransferase-isomerase
CDS,tgt,GI:378698369,460307,461434,1129,1,queuine tRNA-ribosyltransferase; tRNA-guanine transglycosylase
CDS,yajC,GI:378698370,461457,461789,334,1,hypothetical protein
CDS,secD,GI:378698371,461817,463664,1849,1,protein-export membrane protein SecD
CDS,secF,GI:378698372,463675,464646,973,1,protein-export membrane protein SecF
CDS,none,GI:378698373,464794,465159,367,1,hypothetical protein
CDS,none,GI:378698374,465185,465877,694,1,putative deoR family transcriptional regulator
CDS,none,GI:378698375,466047,466394,349,1,hypothetical protein
CDS,tsx,GI:378698376,467023,467886,865,-1,nucleoside-specific channel-forming protein tsx
CDS,yajI,GI:378698377,468186,468725,541,-1,putative lipoprotein
CDS,none,GI:378698378,468877,469326,451,1,hypothetical protein
CDS,ribD,GI:378698379,469330,470433,1105,1,riboflavin biosynthesis protein RibD
CDS,ribH,GI:378698380,470522,470992,472,1,"6,7-dimethyl-8-ribityllumazine synthase"
CDS,nusB,GI:378698381,471013,471432,421,1,N utilization substance protein B
CDS,none,GI:378698382,471511,472488,979,1,thiamine-monophosphate kinase
CDS,none,GI:378698383,472466,472981,517,1,phosphatidylglycerophosphatase A
CDS,none,GI:378698384,473085,474059,976,-1,putative oxidoreductase
CDS,dxs,GI:378698385,474116,475978,1864,-1,1-deoxy-D-xylulose-5-phosphate synthase
CDS,ispA,GI:378698386,476002,476901,901,-1,geranyltranstransferase
CDS,xseB,GI:378698387,476902,477144,244,-1,exodeoxyribonuclease small subunit
CDS,none,GI:378698388,477354,478802,1450,1,thiamine biosynthesis protein ThiI
CDS,phnV,GI:378698389,478846,479643,799,-1,membrane component of 2-aminoethylphosphonate transporter
CDS,phnU,GI:378698390,479646,480506,862,-1,membrane component of 2-aminoethylphosphonate transporter
CDS,phnT,GI:378698391,480509,481618,1111,-1,ATP-binding component of 2-aminoethylphosphonate transporter
CDS,phnS,GI:378698392,481624,482568,946,-1,periplasmic binding component of 2-aminoethylphosphonate transporter
CDS,phnR,GI:378698393,482835,483554,721,-1,regulator of 2-aminoethylphosphonate uptake and metabolism operon
CDS,phnW,GI:378698394,483694,484797,1105,1,2-aminoethylphosphonate--pyruvate transaminase
CDS,phnX,GI:378698395,484804,485616,814,1,phosphonoacetaldehyde phosphonohydrolase
CDS,thiJ,GI:378698396,485713,486303,592,-1,4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis (ThiJ) protein
CDS,apbA,GI:378698397,486266,487177,913,-1,2-dehydropantoate 2-reductase
CDS,none,GI:378698398,487285,487794,511,1,hypothetical protein
CDS,none,GI:378698399,487841,489205,1366,-1,major facilitator family transporter
CDS,none,GI:378698400,489742,491253,1513,1,hypothetical protein
CDS,none,GI:378698401,491475,492758,1285,1,hypothetical protein
CDS,cyoE,GI:378698402,492840,493730,892,-1,cytochrome o ubiquinol oxidase C subunit
CDS,cyoD,GI:378698403,493742,494071,331,-1,cytochrome o ubiquinol oxidase C subunit
CDS,cyoC,GI:378698404,494071,494586,517,-1,cytochrome o ubiquinol oxidase subunit III
CDS,cyoB,GI:378698405,494675,496666,1993,-1,cytochrome o ubiquinol oxidase subunit I
CDS,cyoA,GI:378698406,496677,497633,958,-1,cytochrome o ubiquinol oxidase subunit II
CDS,ampG,GI:378698407,498086,499561,1477,-1,muropeptide MFS transporter protein
CDS,yajG,GI:378698408,499605,500237,634,-1,putative lipoprotein
CDS,bolA,GI:378698409,500487,500804,319,1,BolA protein
CDS,tig,GI:378698410,501151,502449,1300,1,trigger factor
CDS,clpP,GI:378698411,502696,503319,625,1,ATP-dependent clp protease proteolytic subunit
CDS,clpX,GI:378698412,503571,504842,1273,1,ATP-dependent clp protease ATP-binding subunit ClpX
CDS,lon,GI:378698413,505028,507382,2356,1,Lon protease
CDS,hupB,GI:378698414,507591,507863,274,1,DNA-binding protein HU-beta
CDS,ppiD,GI:378698415,508154,510025,1873,1,peptidyl-prolyl cis-trans isomerase D
CDS,ybaV,GI:378698416,510175,510549,376,1,hypothetical protein
CDS,none,GI:378698417,510653,511051,400,1,hypothetical protein
CDS,none,GI:378698418,511157,511852,697,-1,hypothetical protein
CDS,ybaE,GI:378698419,511917,513617,1702,-1,putative solute-binding protein
CDS,none,GI:378698420,513718,514536,820,1,hypothetical protein
CDS,none,GI:378698421,514586,515641,1057,-1,putative lyase
CDS,ybaO,GI:378698422,515754,516212,460,1,transcriptional regulator
CDS,mdlA,GI:378698423,516253,518025,1774,1,putative ABC transporter ATP-binding membrane protein
CDS,mdlB,GI:378698424,518018,519799,1783,1,putative ABC transporter ATP-binding membrane protein
CDS,glnK,GI:378698425,520012,520350,340,1,nitrogen regulatory protein P-II
CDS,amtB,GI:378698426,520382,521668,1288,1,ammonium transporter
CDS,tesB,GI:378698427,521768,522628,862,-1,acyl-CoA thioesterase II
CDS,none,GI:378698428,522843,523412,571,1,hypothetical protein
CDS,ybaZ,GI:378698429,523445,523834,391,-1,putative methylated-DNA methyltransferase
CDS,ylaB,GI:378698430,524065,525615,1552,-1,hypothetical protein
CDS,rpmE2,GI:378698431,525840,526100,262,1,putative 50s ribosomal protein L31 (second copy)
CDS,rpmJ2,GI:378698432,526106,526246,142,1,putative 50s ribosomal protein L36 (second copy)
CDS,none,GI:378698433,526302,526772,472,-1,hypothetical protein
CDS,maa,GI:378698434,526889,527440,553,-1,maltose O-acetyltransferase
CDS,hha,GI:378698435,527619,527837,220,-1,hemolysin expression modulating protein
CDS,none,GI:378698436,527865,528239,376,-1,hypothetical protein
CDS,acrB,GI:378698437,528735,531884,3151,-1,acriflavin resistance protein B
CDS,acrA,GI:378698438,531907,533100,1195,-1,acriflavin resistance protein A
CDS,acrR,GI:378698439,533242,533895,655,1,acrAB operon repressor
CDS,none,GI:378698440,534014,537376,3364,1,integral membrane protein AefA
CDS,none,GI:378698441,537418,538353,937,-1,hypothetical protein
CDS,none,GI:378698442,538423,538590,169,-1,hypothetical protein
CDS,priC,GI:378698443,538604,539119,517,-1,primosomal replication protein N
CDS,apt,GI:378698444,539730,540281,553,1,adenine phosphoribosyltransferase
CDS,dnaX,GI:378698445,540395,542323,1930,1,DNA polymerase III subunits gamma and tau
CDS,none,GI:378698446,542369,542698,331,1,hypothetical protein
CDS,recR,GI:378698447,542698,543303,607,1,recombination protein RecR
CDS,htpG,GI:378698448,543414,545288,1876,1,heat shock protein HtpG
CDS,adk,GI:378698449,545529,546173,646,1,adenylate kinase
CDS,hemH,GI:378698450,546402,547364,964,1,ferrochelatase
CDS,aes,GI:378698451,547361,548332,973,-1,acetyl esterase
CDS,gsk,GI:378698452,548485,549789,1306,1,inosine-guanosine kinase
CDS,ybaL,GI:378698453,549838,551514,1678,-1,putative transport protein
CDS,fsr,GI:378698454,551729,552949,1222,-1,fosmidomycin resistance protein
CDS,ushA,GI:378698455,553122,554774,1654,1,UDP-sugar hydrolase
CDS,none,GI:378698456,554891,555370,481,-1,hypothetical protein
CDS,none,GI:378698457,555572,556366,796,-1,hypothetical protein
CDS,none,GI:378698458,556452,557279,829,-1,secreted protein
CDS,ybaR,GI:378698459,557433,559934,2503,-1,copper-transporting ATPase
CDS,cueR,GI:378698460,560044,560460,418,1,copper efflux regulator
CDS,none,GI:378698461,560461,560913,454,-1,hypothetical protein
CDS,none,GI:378698462,560910,561827,919,-1,hypothetical protein
CDS,none,GI:378698463,561974,562651,679,1,putative ABC transporter ATP-binding protein
CDS,none,GI:378698464,562638,563417,781,1,hypothetical protein
CDS,ybbN,GI:378698465,563503,564357,856,-1,thioredoxin-like protein
CDS,ybbO,GI:378698466,564417,565187,772,-1,oxidoreductase
CDS,tesA,GI:378698467,565342,565956,616,-1,acyl-coA thioesterase I
CDS,ybbA,GI:378698468,565927,566613,688,1,ABC transporter ATP-binding protein
CDS,none,GI:378698469,566610,569024,2416,1,hypothetical protein
CDS,none,GI:378698470,569210,570343,1135,1,outer membrane protein
CDS,sfbA,GI:378698471,570600,571430,832,1,lipoprotein
CDS,sfbB,GI:378698472,571467,572483,1018,1,ABC transporter ATP-binding protein
CDS,sfbC,GI:378698473,572476,573135,661,1,ABC transporter
CDS,ybbB,GI:378698474,573174,574268,1096,-1,hypothetical protein
CDS,none,GI:378698475,574338,575264,928,-1,lysR family transcriptional regulator
CDS,allA,GI:378698476,575491,575973,484,1,ureidoglycolate hydrolase
CDS,allR,GI:378698477,576052,576870,820,1,negative regulator of allantoin and glyoxylate utilization operons
CDS,gcl,GI:378698478,576955,578736,1783,1,glyoxylate carboligase
CDS,gip,GI:378698479,578749,579525,778,1,hydroxypyruvate isomerase
CDS,garR,GI:378698480,579626,580504,880,1,2-hydroxy-3-oxopropionate reductase
CDS,none,GI:378698481,580570,581817,1249,1,metabolite transport protein
CDS,ybbW,GI:378698482,581913,583367,1456,1,putative allantoin permease
CDS,allB,GI:378698483,583446,584807,1363,1,allantoinase
CDS,none,GI:378698484,584866,586164,1300,1,putative permease
CDS,glxK,GI:378698485,586187,587335,1150,1,glycerate kinase
CDS,none,GI:378698486,587415,588200,787,-1,hypothetical protein
CDS,allC,GI:378698487,588211,589446,1237,-1,allantoate amidohydrolase
CDS,allD,GI:378698488,589468,590517,1051,-1,ureidoglycolate dehydrogenase
CDS,fdrA,GI:378698489,590848,592512,1666,1,FdrA protein
CDS,none,GI:378698490,592522,593781,1261,1,hypothetical protein
CDS,none,GI:378698491,593793,594602,811,1,hypothetical protein
CDS,arcC,GI:378698492,594606,595499,895,1,carbamate kinase
CDS,purK,GI:378698493,595540,596607,1069,-1,phosphoribosylaminoimidazole carboxylase ATPase subunit
CDS,purE,GI:378698494,596604,597113,511,-1,phosphoribosylaminoimidazole carboxylase catalytic subunit
CDS,none,GI:378698495,597231,597953,724,-1,hypothetical protein
CDS,ppiB,GI:378698496,597956,598450,496,-1,peptidyl-prolyl cis-trans isomerase B
CDS,cysS,GI:378698497,598623,600008,1387,1,cysteinyl-tRNA synthetase
CDS,none,GI:378698498,600052,600876,826,-1,putative exported outer membrane protein
CDS,none,GI:378698499,600873,601310,439,-1,hypothetical protein
CDS,ybcI,GI:378698500,601303,601848,547,-1,hypothetical protein
CDS,none,GI:378698501,601976,602188,214,-1,hypothetical protein
CDS,folD,GI:378698502,602190,603056,868,-1,FolD bifunctional protein [includes: methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase
CDS,fimA,GI:378698503,603618,604160,544,1,"type-1 fimbrial protein, a chain"
CDS,fimI,GI:378698504,604236,604769,535,1,major pilin protein
CDS,fimC,GI:378698505,604813,605505,694,1,fimbrial chaperone protein
CDS,fimD,GI:378698506,605536,608148,2614,1,outer membrane usher protein FimD
CDS,fimH,GI:378698507,608163,609170,1009,1,FimH protein
CDS,fimF,GI:378698508,609180,609698,520,1,putative fimbrial protein in fimZ 5' region
CDS,fimZ,GI:378698509,609744,610376,634,-1,transcriptional regulator (FimXZ protein)
CDS,fimY,GI:378698510,610980,611702,724,-1,fimbriae Y protein
CDS,none,GI:378698511,611721,612032,313,-1,hypothetical protein
CDS,fimW,GI:378698512,612194,612790,598,-1,fimbriae w protein
tRNA,none,none,613046,613119,75,1,tRNA-Arg
CDS,none,GI:378698513,614292,615944,1654,-1,hypothetical protein
CDS,gtrB,GI:378698514,615925,616851,928,-1,bactoprenol glucosyl transferase
CDS,gtrA,GI:378698515,616848,617210,364,-1,bactoprenol-linked glucose translocase
CDS,ykgD,GI:378698516,618746,619600,856,-1,araC family transcriptional regulator
CDS,ykgC,GI:378698517,619816,621141,1327,1,pyridine nucleotide-disulfide oxidoreductase
CDS,none,GI:378698518,621298,621534,238,1,hypothetical protein
CDS,ykgB,GI:378698519,621547,622107,562,1,hypothetical protein
CDS,none,GI:378698520,622186,623361,1177,-1,hypothetical protein
CDS,pheP,GI:378698521,623687,625081,1396,1,phenylalanine-specific permease
CDS,ybdG,GI:378698522,625123,626370,1249,-1,hypothetical protein
CDS,none,GI:378698523,626681,628651,1972,1,outer membrane esterase
CDS,none,GI:378698524,628818,631547,2731,1,sigma 54-associated DNA-binding protein
CDS,none,GI:378698525,631675,632661,988,-1,phospohtase isomerase
CDS,none,GI:378698526,632728,633771,1045,-1,Putative GTP Binding protein
CDS,manZ,GI:378698527,633804,634658,856,-1,putative mannose specific permease
CDS,manY,GI:378698528,634661,635335,676,-1,putative mannose specific permease
CDS,manX,GI:378698529,635419,635889,472,-1,putative mannose specific permease
CDS,none,GI:378698530,635867,636316,451,-1,hypothetical protein
CDS,nfnB,GI:378698531,636516,637169,655,-1,oxygen-insensitive NAD(P)H nitroreductase
CDS,none,GI:378698532,637266,637634,370,-1,hypothetical protein
CDS,none,GI:378698533,637634,638215,583,-1,putative tetR family transcriptional regulator
CDS,ramA,GI:378698534,638504,638845,343,1,transcriptional activator RamA
CDS,none,GI:378698535,638851,639099,250,-1,hypothetical protein
CDS,none,GI:378698536,639166,640284,1120,-1,hypothetical protein
CDS,entD,GI:378698537,640296,641000,706,-1,enterobactin synthetase component D
CDS,fepA,GI:378698538,641046,643301,2257,-1,ferrienterobactin receptor
CDS,fes,GI:378698539,643490,644704,1216,1,enterochelin esterase
CDS,none,GI:378698540,644735,644953,220,1,hypothetical protein
CDS,entF,GI:378698541,644950,648834,3886,1,enterobactin synthetase component F
CDS,fepE,GI:378698542,649084,650220,1138,1,ferric enterobactin transport protein
CDS,fepC,GI:378698543,650273,651067,796,-1,ferric enterobactin transport ATP-binding protein FepC
CDS,fepG,GI:378698544,651064,652053,991,-1,ferric enterobactin transport protein FepG
CDS,fepD,GI:378698545,652053,653060,1009,-1,ferric enterobactin transport protein FepD
CDS,ybdA,GI:378698546,653171,654415,1246,1,membrane protein p43
CDS,fepB,GI:378698547,654478,655434,958,-1,ferrienterobactin-binding periplasmic protein
CDS,entC,GI:378698548,655743,656918,1177,1,isochorismate synthase EntC
CDS,entE,GI:378698549,656928,658538,1612,1,"2,3-dihydroxybenzoate-AMP ligase"
CDS,entB,GI:378698550,658552,659409,859,1,isochorismatase
CDS,entA,GI:378698551,659409,660164,757,1,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
CDS,none,GI:378698552,660167,660580,415,1,hypothetical protein
CDS,cstA,GI:378698553,660762,662867,2107,1,carbon starvation protein A
CDS,none,GI:378698554,662931,663128,199,1,hypothetical protein
CDS,ybdH,GI:378698555,663164,664252,1090,-1,putative oxidoreductase
CDS,none,GI:378698556,664379,665539,1162,1,putative aminotransferase
CDS,none,GI:378698557,665540,666157,619,-1,hypothetical protein
CDS,none,GI:378698558,666130,667365,1237,-1,hypothetical protein
CDS,ybdO,GI:378698559,667531,668433,904,-1,putative lysR family transcriptional regulator
CDS,dsbG,GI:378698560,668750,669496,748,-1,thiol:disulfide interchange protein DsbG
CDS,ahpC,GI:378698561,669937,670500,565,1,alkyl hydroperoxide reductase c22 protein
CDS,ahpF,GI:378698562,670742,672307,1567,1,alkyl hydroperoxide reductase F52A protein (subunit F)
CDS,none,GI:378698563,672639,673199,562,1,hypothetical protein
CDS,none,GI:378698564,673192,675471,2281,1,molybdopterin-containing oxidoreductase catalytic subunit
CDS,none,GI:378698565,675468,676025,559,1,molybdopterin-containing oxidoreductase iron-sulfur subunit
CDS,none,GI:378698566,676025,676792,769,1,molybdopterin-containing oxidoreductase membrane anchor subunit
CDS,none,GI:378698567,676860,677288,430,-1,hypothetical protein
CDS,ybdR,GI:378698568,677511,678749,1240,1,zinc-dependent alcohol dehydrogenase
CDS,rnk,GI:378698569,678832,679242,412,-1,regulator of nucleoside diphosphate kinase
CDS,rna,GI:378698570,679477,680283,808,-1,ribonuclease I
CDS,citT,GI:378698571,680393,681856,1465,-1,citrate carrier
CDS,citG,GI:378698572,681894,682790,898,-1,triphosphoribosyl-dephospho-CoA synthase
CDS,citX,GI:378698573,682762,683313,553,-1,apo-citrate lyase phosphoribosyl-dephospho-coa transferase
CDS,citF,GI:378698574,683317,684846,1531,-1,citrate lyase subunit alpha
CDS,citE,GI:378698575,684856,685764,910,-1,citrate lyase subunit beta
CDS,citD,GI:378698576,685761,686057,298,-1,citrate lyase acyl carrier protein
CDS,citC,GI:378698577,686054,687130,1078,-1,[citrate (pro-3S)-lyase] ligase
CDS,citA,GI:378698578,687515,689176,1663,1,sensor kinase DpiB
CDS,citB,GI:378698579,689145,689825,682,1,transcriptional regulatory protein dpia
CDS,dcuC,GI:378698580,689879,691132,1255,-1,C4-dicarboxylate anaerobic carrier
CDS,pagP,GI:378698581,691643,692215,574,1,antimicrobial peptide resistance and lipid A acylation protein
CDS,cspE,GI:378698582,692400,692612,214,1,cold shock-like protein cspE
CDS,crcB,GI:378698583,692670,693053,385,-1,hypothetical protein
CDS,none,GI:378698584,693144,693932,790,1,hydrolase
CDS,tatE,GI:378698585,694061,694264,205,1,sec-independent protein translocase protein TatE
CDS,lipA,GI:378698586,694350,695315,967,-1,lipoic acid synthetase
