id,gene,gene_function,sub_class,class,source_organism,1st_blast_match,1st_blast_cov,2nd_blast_match,2nd_blast_cov,3rd_blast_match,3rd_blast_cov
Mmult-g0620_mgtA,mgtA,Multi-metal resistance regulator,Multi-metal resistance,Metals,Bacillus subtilis subsp. subtilis str. 168,NA,NA,NA,NA,NA,NA
Mmult-g0621_mgtA,mgtA,Multi-metal resistance regulator,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0622_mgtA,mgtA,Multi-metal resistance regulator,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0623_mntA,mntA,Multi-metal resistance protein,Multi-metal resistance,Metals,Shigella sonnei,NA,NA,NA,NA,NA,NA
Mmult-g0624_mntH,mntH,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0625_mntP,mntP,Multi-metal resistance protein,Multi-metal resistance,Metals,Nitratidesulfovibrio vulgaris RCH1,NA,NA,NA,NA,NA,NA
Mmult-g0626_mntR,mntR,Multi-metal resistance protein (partial gene),Multi-metal resistance,Metals,Escherichia coli,Mmult-g0627_modA,99,Mmult-g0628_modA,99.669,NA,NA
Mmult-g0627_modA,modA,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0628_modA,100,Mmult-g0626_mntR,100,NA,NA
Mmult-g0628_modA,modA,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0627_modA,100,Mmult-g0626_mntR,99.669,NA,NA
Mmult-g0629_modB,modB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Nitratidesulfovibrio vulgaris RCH1,NA,NA,NA,NA,NA,NA
Mmult-g0630_modB,modB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0631_modB,100,Mmult-g0632_modB,99.338,NA,NA
Mmult-g0631_modB,modB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0632_modB,100,Mmult-g0630_modB,99.558,NA,NA
Mmult-g0632_modB,modB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0631_modB,100,Mmult-g0630_modB,99.338,NA,NA
Mmult-g0633_modC,modC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Nitratidesulfovibrio vulgaris RCH1,NA,NA,NA,NA,NA,NA
Mmult-g0634_modC,modC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0635_modC,modC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmult-g0636_modC,modC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mmult-g0637_mreA,mreA,Cd/Ni-sensing transcriptional repressor MreA,Multi-metal resistance,Metals,Achromobacter xylosoxidans,Mmeta-g0530_mrdH,98,Mmerc-g0528_merT,80.634,NA,NA
Mmult-g0638_mreA,mreA,Cd/Ni-sensing transcriptional repressor MreA,Multi-metal resistance,Metals,Achromobacter xylosoxidans,NA,NA,NA,NA,NA,NA
Mmult-g0639_mymT,mymT,Multi-metal resistance protein,Multi-metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmult-g0640_nccA,nccA,Multi-metal resistance protein,Multi-metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmult-g0641_nccB,nccB,Multi-metal resistance protein,Multi-metal resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mmult-g0642_nccC,nccC,Multi-metal resistance protein,Multi-metal resistance,Metals,Serratia marcescens,Mmult-g0643_nccN,100,Mtell-g0726_terB,84.343,Mmult-g0644_nccY,88.789
Mmult-g0643_nccN,nccN,Multi-metal resistance protein,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mtell-g0726_terB,82,Mmult-g0642_nccC,84.385,Mmult-g0644_nccY,89.117
Mmult-g0644_nccY,nccY,Multi-metal resistance protein,Multi-metal resistance,Metals,Hafnia alvei,Mmult-g0643_nccN,93,Mmult-g0642_nccC,88.789,Mtell-g0726_terB,92.432
Mmult-g0645_ncrA,ncrA,Ni(II)/Co(II)-sensing efflux pumps,Multi-metal resistance,Metals,Hafnia alvei,Mtell-g0726_terB,57,Mmult-g0643_nccN,87.109,Mmult-g0647_ncrA,90.074
Mmult-g0646_ncrA,ncrA,Ni(II)/Co(II)-sensing efflux pumps,Multi-metal resistance,Metals,Serratia marcescens,Mmult-g0647_ncrA,100,Mtell-g0727_terC,87.546,Mmult-g0645_ncrA,85.24
Mmult-g0647_ncrA,ncrA,Ni(II)/Co(II)-sensing efflux pumps,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mtell-g0727_terC,100,Mmult-g0645_ncrA,90.074,Mmult-g0646_ncrA,87.823
Mmult-g0648_ncrB,ncrB,Ni(II)/Co(II)-sensing transcriptional repressor NcrB,Multi-metal resistance,Metals,Hafnia alvei,Mmult-g0650_ncrB,100,Mtell-g0728_terD,91.525,NA,NA
Mmult-g0649_ncrB,ncrB,Ni(II)/Co(II)-sensing transcriptional repressor NcrB,Multi-metal resistance,Metals,Serratia marcescens,Mtell-g0728_terD,67,NA,NA,NA,NA
Mmult-g0650_ncrB,ncrB,Ni(II)/Co(II)-sensing transcriptional repressor NcrB,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mtell-g0728_terD,80,Mmult-g0648_ncrB,90.414,NA,NA
Mmult-g0651_ncrC,ncrC,Ni(II)/Co(II) efflux transporter permease subunit NcrC,Multi-metal resistance,Metals,Hafnia alvei,Mmult-g0652_ncrC,99,NA,NA,NA,NA
Mmult-g0652_ncrC,ncrC,Ni(II)/Co(II) efflux transporter permease subunit NcrC,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mtell-g0729_terE,88,Mmult-g0651_ncrC,85.34,NA,NA
Mmult-g0653_ncrC,ncrC,Ni(II)/Co(II) efflux transporter permease subunit NcrC,Multi-metal resistance,Metals,Caulobacter vibrioides,NA,NA,NA,NA,NA,NA
Mmult-g0654_ncrY,ncrY,Ni(II)/Co(II) efflux regulator,Multi-metal resistance,Metals,Sinorhizobium meliloti,NA,NA,NA,NA,NA,NA
Mmult-g0655_ncrY,ncrY,Ni(II)/Co(II) efflux regulator,Multi-metal resistance,Metals,Mycobacterium tuberculosis,NA,NA,NA,NA,NA,NA
Mmult-g0656_nczA,nczA,Multi-metal resistance protein,Multi-metal resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mmult-g0657_niA,niA,Multi-metal resistance protein,Multi-metal resistance,Metals,Rhodobacter capsulatus SB 1003,NA,NA,NA,NA,NA,NA
Mmult-g0658_nmtR,nmtR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Helicobacter pylori,Mmult-g0659_nrsD,100,NA,NA,NA,NA
Mmult-g0659_nrsD,nrsD,Multi-metal MFS efflux pumps,Multi-metal resistance,Metals,Helicobacter pylori,Mmult-g0658_nmtR,100,NA,NA,NA,NA
Mmult-g0660_perO,perO,Multi-metal resistance protein,Multi-metal resistance,Metals,NA,NA,NA,NA,NA,NA,NA
Mmult-g0661_pfR,pfR,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0662_pfR,pfR,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0663_pgpA,pgpA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0664_pitA,pitA,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0665_rcnA,rcnA,Multi-metal resistance protein,Multi-metal resistance,Metals,Pseudomonas aeruginosa,NA,NA,NA,NA,NA,NA
Mmult-g0666_rcnB,rcnB,Multi-metal resistance protein,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Schwarzengrund,Mmult-g0669_smtA,100,Mmult-g0670_smtA,95.48,Mmult-g0668_regG,94.49
Mmult-g0667_rcnR,rcnR,Multi-metal resistance regulator,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0666_rcnB,100,Mmult-g0669_smtA,98.625,Mmult-g0670_smtA,94.158
Mmult-g0668_regG,regG,Multi-metal resistance protein,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0669_smtA,100,Mmult-g0666_rcnB,94.49,Mmult-g0670_smtA,92.562
Mmult-g0669_smtA,smtA,Metallothionein smtA,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mmult-g0666_rcnB,100,Mmult-g0670_smtA,95.48,Mmult-g0668_regG,94.766
Mmult-g0670_smtA,smtA,Metallothionein smtA,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0669_smtA,100,Mmult-g0666_rcnB,95.48,Mmult-g0668_regG,92.562
Mmult-g0671_smtA,smtA,Metallothionein smtA,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mmult-g0675_troA,100,Mmult-g0676_troA,95.154,Mmult-g0678_troC,94.273
Mmult-g0672_smtA,smtA,Metallothionein smtA,Multi-metal resistance,Metals,Salmonella enterica,Mmult-g0673_smtB,100,Mmult-g0674_trgB,95.757,NA,NA
Mmult-g0673_smtB,smtB,Multi-metal resistance regulator,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0672_smtA,100,Mmult-g0674_trgB,96.491,NA,NA
Mmult-g0674_trgB,trgB,Multi-metal resistance regulator,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0673_smtB,99,Mmult-g0672_smtA,95.757,NA,NA
Mmult-g0675_troA,troA,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0671_smtA,100,Mmult-g0676_troA,93.886,Mmult-g0678_troC,93.013
Mmult-g0676_troA,troA,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mcopp-g0314_silE,100,Mmult-g0678_troC,97.21,Mmult-g0677_troB,97.21
Mmult-g0677_troB,troB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Infantis,Mcopp-g0314_silE,100,Mmult-g0678_troC,99.706,Mmult-g0676_troA,97.21
Mmult-g0678_troC,troC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0677_troB,100,Mcopp-g0314_silE,99.559,Mmult-g0676_troA,97.21
Mmult-g0679_troD,troD,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Klebsiella pneumoniae,Mmult-g0682_tunR,100,Mmult-g0681_troR,97.153,Mmult-g0680_troD,95.158
Mmult-g0680_troD,troD,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Salmonella enterica subsp. enterica serovar Typhimurium,Mmult-g0681_troR,100,Mmult-g0679_troD,95.158,Mmult-g0682_tunR,94.351
Mmult-g0681_troR,troR,Multi-metal ABC efflux regulator,Multi-metal resistance,Metals,Escherichia coli,Mmult-g0680_troD,100,Mmult-g0679_troD,97.153,Mmult-g0682_tunR,96.61
Mmult-g0682_tunR,tunR,Multi-metal ABC efflux regulator,Multi-metal resistance,Metals,Salmonella enterica,Mmult-g0679_troD,100,Mmult-g0681_troR,96.61,Mmult-g0680_troD,94.351
Mmult-g0683_wtpA,wtpA,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Synechococcus elongatus UTEX 3055,Mmult-g0684_wtpB,100,NA,NA,NA,NA
Mmult-g0684_wtpB,wtpB,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Synechococcus elongatus PCC 7942 = FACHB-805,Mmult-g0683_wtpA,100,NA,NA,NA,NA
Mmult-g0685_wtpC,wtpC,Multi-metal ABC efflux pumps,Multi-metal resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mmult-g0686_yfeA,yfeA,Multi-metal resistance protein,Multi-metal resistance,Metals,Enterococcus faecium DO,NA,NA,NA,NA,NA,NA
Mmult-g0687_yfeA,yfeA,Multi-metal resistance protein,Multi-metal resistance,Metals,Synechococcus elongatus PCC 7942 = FACHB-805,NA,NA,NA,NA,NA,NA
Mmult-g0688_yfeC,yfeC,Multi-metal resistance protein,Multi-metal resistance,Metals,Cereibacter sphaeroides,NA,NA,NA,NA,NA,NA
Mmult-g0689_yfeD,yfeD,Multi-metal resistance protein,Multi-metal resistance,Metals,Treponema pallidum,Mmult-g0690_ygjH,97,NA,NA,NA,NA
Mmult-g0690_ygjH,ygjH,Multi-metal resistance protein,Multi-metal resistance,Metals,Treponema pallidum,Mmult-g0689_yfeD,100,NA,NA,NA,NA
Mmult-g0691_zinT,zinT,Multi-metal resistance protein,Multi-metal resistance,Metals,Treponema pallidum,Mmult-g0692_zipB,4,NA,NA,NA,NA
Mmult-g0692_zipB,zipB,Multi-metal resistance protein,Multi-metal resistance,Metals,Treponema pallidum,Mmult-g0691_zinT,3,NA,NA,NA,NA
Mmult-g0693_zntA,zntA,Multi-metal resistance protein,Multi-metal resistance,Metals,Treponema pallidum,Mmult-g0694_zraS,100,NA,NA,NA,NA
Mmult-g0694_zraS,zraS,Multi-metal resistance regulator,Multi-metal resistance,Metals,Treponema pallidum,Mmult-g0693_zntA,100,NA,NA,NA,NA
Mmult-g0695_zraS,zraS,Multi-metal resistance regulator,Multi-metal resistance,Metals,Treponema pallidum,NA,NA,NA,NA,NA,NA
Mnick-g0696_cnrC,cnrC,nickel efflux RND transporter outer membrane subunit CnrC,Nickel resistance,Metals,Nitratidesulfovibrio vulgaris RCH1,NA,NA,NA,NA,NA,NA
Mnick-g0697_cnrT,cnrT,nickel diffusion facilitator CnrT,Nickel resistance,Metals,Pyrococcus furiosus DSM 3638,NA,NA,NA,NA,NA,NA
Mnick-g0698_cnrY,cnrY,nickel resistance system anti-sigma factor CnrY,Nickel resistance,Metals,Pyrococcus furiosus DSM 3638,NA,NA,NA,NA,NA,NA
Mnick-g0699_hoxN,hoxN,Nickel resistance protein,Nickel resistance,Metals,Pyrococcus furiosus DSM 3638,NA,NA,NA,NA,NA,NA
Mnick-g0700_hupE,hupE,Nickel resistance protein,Nickel resistance,Metals,Yersinia pestis,Mnick-g0701_hupE,100,NA,NA,NA,NA
Mnick-g0701_hupE,hupE,Nickel resistance protein,Nickel resistance,Metals,Yersinia pestis,Mnick-g0700_hupE,100,NA,NA,NA,NA
Mnick-g0702_hupN,hupN,Nickel resistance protein,Nickel resistance,Metals,Yersinia pestis,MUdru-g0823_cmeA,19,Mzinc-g0752_znuC,76.744,NA,NA
Mnick-g0703_nikA,nikA,Nickel ABC efflux pumps,Nickel resistance,Metals,Yersinia pestis,NA,NA,NA,NA,NA,NA
Mnick-g0704_nikB,nikB,Nickel ABC efflux pumps,Nickel resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mnick-g0705_nikB,nikB,Nickel ABC efflux pumps,Nickel resistance,Metals,Shigella sonnei,NA,NA,NA,NA,NA,NA
Mnick-g0706_nikC,nikC,Nickel ABC efflux pumps,Nickel resistance,Metals,Bordetella bronchiseptica,NA,NA,NA,NA,NA,NA
Mnick-g0707_nikD,nikD,Nickel ABC efflux pumps,Nickel resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mnick-g0708_nikE,nikE,Nickel ABC efflux pumps,Nickel resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mnick-g0709_nikE,nikE,Nickel ABC efflux pumps,Nickel resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mnick-g0710_nikR,nikR,Nickel ABC efflux regulator,Nickel resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mnick-g0711_nikR,nikR,Nickel ABC efflux regulator,Nickel resistance,Metals,Cupriavidus metallidurans,NA,NA,NA,NA,NA,NA
Mnick-g0712_nirA,nirA,Nickel resistance protein,Nickel resistance,Metals,Cupriavidus necator H16,NA,NA,NA,NA,NA,NA
Mnick-g0713_nirB,nirB,nickel-sensing transcriptional repressor NirB,Nickel resistance,Metals,Rhizobium leguminosarum bv. viciae,NA,NA,NA,NA,NA,NA
Mnick-g0714_nirC,nirC,Nickel resistance protein,Nickel resistance,Metals,Rhizobium leguminosarum bv. viciae,NA,NA,NA,NA,NA,NA
Mnick-g0715_nirD,nirD,nickel resistance OB fold protein NirD,Nickel resistance,Metals,Azotobacter chroococcum NCIMB 8003,NA,NA,NA,NA,NA,NA
Mnick-g0716_nixA,nixA,Nickel resistance protein,Nickel resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mnick-g0717_nixA,nixA,Nickel resistance protein,Nickel resistance,Metals,Escherichia coli,Mnick-g0718_nreB,100,NA,NA,NA,NA
Mnick-g0718_nreB,nreB,nickel resistance MFS transporter NreB,Nickel resistance,Metals,Escherichia coli K-12,Mnick-g0717_nixA,100,NA,NA,NA,NA
Mnick-g0719_nrsA,nrsA,Nickel RND efflux pumps,Nickel resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mnick-g0720_nrsR,nrsR,Nickel resistance regulator,Nickel resistance,Metals,Escherichia coli,Mnick-g0721_nrsS,100,NA,NA,NA,NA
Mnick-g0721_nrsS,nrsS,Nickel resistance regulator,Nickel resistance,Metals,Escherichia coli K-12,Mnick-g0720_nrsR,100,NA,NA,NA,NA
Mtell-g0722_actP1,actP1,Tellurium resistance protein,Tellurium resistance,Metals,Escherichia coli,Mtell-g0723_klaB,100,NA,NA,NA,NA
Mtell-g0723_klaB,klaB,tellurium resistance system protein klaB,Tellurium resistance,Metals,Escherichia coli K-12,Mtell-g0722_actP1,100,NA,NA,NA,NA
Mtell-g0724_klaC,klaC,tellurium resistance system protein klaC (partial gene),Tellurium resistance,Metals,Escherichia coli str. K-12 substr. W3110,Mtell-g0725_terB,75,NA,NA,NA,NA
Mtell-g0725_terB,terB,Tellurium resistance protein,Tellurium resistance,Metals,Escherichia coli,Mtell-g0724_klaC,22,NA,NA,NA,NA
Mtell-g0726_terB,terB,Tellurium resistance protein,Tellurium resistance,Metals,Citrobacter sp. Y3,Mmult-g0643_nccN,100,Mmult-g0642_nccC,84.343,Mmult-g0644_nccY,92.432
Mtell-g0727_terC,terC,tellurium resistance membrane protein TerC,Tellurium resistance,Metals,Citrobacter sp. Y3,Mmult-g0647_ncrA,100,Mmult-g0646_ncrA,87.546,NA,NA
Mtell-g0728_terD,terD,tellurium resistance membrane protein TerD,Tellurium resistance,Metals,Citrobacter sp. Y3,Mmult-g0650_ncrB,99,Mmult-g0648_ncrB,91.525,Mmult-g0649_ncrB,83.691
Mtell-g0729_terE,terE,tellurium resistance cAMP binding protein TerE,Tellurium resistance,Metals,Klebsiella oxytoca,Mmult-g0652_ncrC,75,NA,NA,NA,NA
Mtell-g0730_terW,terW,tellurium resistance protein TerW,Tellurium resistance,Metals,Helicobacter pylori,Mtell-g0731_terZ,93,NA,NA,NA,NA
Mtell-g0731_terZ,terZ,Tellurium resistance-associated protein TerZ,Tellurium resistance,Metals,Helicobacter pylori,Mtell-g0730_terW,100,NA,NA,NA,NA
Mtell-g0732_terZ,terZ,Tellurium resistance-associated protein TerZ,Tellurium resistance,Metals,Acinetobacter pittii PHEA-2,NA,NA,NA,NA,NA,NA
Mtell-g0733_trgA,trgA,Tellurium resistance protein,Tellurium resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mtung-g0734_tupA,tupA,Tungsten ABC efflux pumps,Tungsten Resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mtung-g0735_tupB,tupB,Tungsten ABC efflux pumps,Tungsten Resistance,Metals,Synechocystis sp. IPPAS B-1465,NA,NA,NA,NA,NA,NA
Mtung-g0736_tupC,tupC,Tungsten ABC efflux pumps,Tungsten Resistance,Metals,Escherichia coli,MUbio-g0760_actP,100,MUbio-g0762_actR,91.455,NA,NA
Mzinc-g0737_hns,hns,DNA-binding transcriptional regulator H-NS (mutation linked to zinc resistance),Zinc resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mzinc-g0738_qorB,qorB,NAD(P)H:quinone oxidoreductase QorB (mutation linked to zinc resistance),Zinc resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mzinc-g0739_rpmJ,rpmJ,Knockout causes zinc resistance,Zinc resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mzinc-g0740_topA,topA,Type I DNA topoisomerase,Zinc resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mzinc-g0741_zevA,zevA,Zinc resistance protein,Zinc resistance,Metals,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
Mzinc-g0742_zevB,zevB,Zinc resistance protein,Zinc resistance,Metals,Rhodobacter capsulatus SB 1003,NA,NA,NA,NA,NA,NA
Mzinc-g0743_ziaA,ziaA,Zinc resistance protein,Zinc resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mzinc-g0744_ziaR,ziaR,Zinc resistance regulator,Zinc resistance,Metals,Escherichia coli,NA,NA,NA,NA,NA,NA
Mzinc-g0745_zitB,zitB,Zinc resistance protein,Zinc resistance,Metals,Klebsiella michiganensis,NA,NA,NA,NA,NA,NA
Mzinc-g0746_zneB,zneB,Zinc resistance protein,Zinc resistance,Metals,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
Mzinc-g0747_zntR,zntR,Zinc resistance regulator,Zinc resistance,Metals,Citrobacter sp. Y3,NA,NA,NA,NA,NA,NA
Mzinc-g0748_znuA,znuA,Zinc resistance protein,Zinc resistance,Metals,Klebsiella pneumoniae,NA,NA,NA,NA,NA,NA
Mzinc-g0749_znuA,znuA,Zinc resistance protein,Zinc resistance,Metals,Citrobacter sp. Y3,MUdru-g0824_cmeA,100,Mzinc-g0750_znuB,75.229,MUdru-g0823_cmeA,75.311
Mzinc-g0750_znuB,znuB,Zinc resistance protein,Zinc resistance,Metals,Salmonella enterica subsp. enterica serovar Worthington,MUdru-g0823_cmeA,100,MUdru-g0824_cmeA,75.382,Mzinc-g0749_znuA,75.229
Mzinc-g0751_znuB,znuB,Zinc resistance protein,Zinc resistance,Metals,Salmonella enterica subsp. enterica serovar Worthington,NA,NA,NA,NA,NA,NA
Mzinc-g0752_znuC,znuC,Zinc resistance protein,Zinc resistance,Metals,Proteus mirabilis,MUdru-g0823_cmeA,100,Mnick-g0702_hupN,76.744,NA,NA
Mzinc-g0753_zraP,zraP,Zinc resistance sensor/chaperone ZraP,Zinc resistance,Metals,Cereibacter sphaeroides,Mzinc-g0754_zraP,100,NA,NA,NA,NA
Mzinc-g0754_zraP,zraP,Zinc resistance sensor/chaperone ZraP,Zinc resistance,Metals,Peptoclostridium acidaminophilum DSM 3953,Mzinc-g0753_zraP,100,NA,NA,NA,NA
Mzinc-g0755_zraR,zraR,Zinc resistance regulator,Zinc resistance,Metals,Peptoclostridium acidaminophilum DSM 3953,NA,NA,NA,NA,NA,NA
Mzinc-g0756_zraR,zraR,Zinc resistance regulator,Zinc resistance,Metals,Peptoclostridium acidaminophilum,Mzinc-g0757_zuR,100,NA,NA,NA,NA
Mzinc-g0757_zuR,zuR,Zinc resistance regulator,Zinc resistance,Metals,Haemophilus influenzae,Mzinc-g0756_zraR,100,NA,NA,NA,NA
MUbio-g0758_actA,actA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Haemophilus influenzae,NA,NA,NA,NA,NA,NA
MUbio-g0759_actA,actA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Synechocystis sp. CACIAM 05,NA,NA,NA,NA,NA,NA
MUbio-g0760_actP,actP,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Synechocystis sp. CACIAM 05,MUbio-g0762_actR,79,Mtung-g0736_tupC,92.148,NA,NA
MUbio-g0761_actP,actP,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Shigella sonnei,NA,NA,NA,NA,NA,NA
MUbio-g0762_actR,actR,Biocide and metal resistance regulator,Biocide and metal resistance,Multi-compound,Cupriavidus metallidurans,MUbio-g0760_actP,100,Mtung-g0736_tupC,91.455,NA,NA
MUbio-g0763_actS,actS,Biocide and metal resistance regulator,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0764_chR,chR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0765_chR,chR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0766_chrB,chrB,Biocide and metal resistance regulator (partial gene),Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0767_cuiD,80,NA,NA,NA,NA
MUbio-g0767_cuiD,cuiD,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,MUbio-g0766_chrB,98,NA,NA,NA,NA
MUbio-g0768_cuiD,cuiD,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0769_dpR,dpR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0770_dpR,dpR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0771_dpR,dpR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0772_dpR,dpR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Escherichia coli,NA,NA,NA,NA,NA,NA
MUbio-g0773_dpR,dpR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419,NA,NA,NA,NA,NA,NA
MUbio-g0774_dpR,dpR,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae,NA,NA,NA,NA,NA,NA
MUbio-g0775_dpsA,dpsA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419,NA,NA,NA,NA,NA,NA
MUbio-g0776_dpsA,dpsA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae WSM419,NA,NA,NA,NA,NA,NA
MUbio-g0777_dpsA,dpsA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae,NA,NA,NA,NA,NA,NA
MUbio-g0778_dpsA,dpsA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Sinorhizobium medicae,NA,NA,NA,NA,NA,NA
MUbio-g0779_dpsA,dpsA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Pseudomonas canadensis,NA,NA,NA,NA,NA,NA
MUbio-g0780_dpsA,dpsA,Biocide and metal resistance protein,Biocide and metal resistance,Multi-compound,Pseudomonas canadensis,NA,NA,NA,NA,NA,NA
MUbio-g0781_emrE,emrE,SMR family multidrug efflux protein EmrE,Biocide and metal resistance,Multi-compound,Brucella tritici,NA,NA,NA,NA,NA,NA
MUbio-g0782_fetA,fetA,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium,NA,NA,NA,NA,NA,NA
MUbio-g0783_fetB,fetB,Biocide and metal ABC efflux pumps,Biocide and metal resistance,Multi-compound,Salmonella enterica,NA,NA,NA,NA,NA,NA
